game_id,game_date,home_team,away_team,home_score,away_score,total_score,overtime,venue
2024020316,2024-11-22,PIT,WPG,1,4,5,FALSE,PPG Paints Arena
2024020317,2024-11-22,ANA,BUF,2,3,5,TRUE,Honda Center
2024020318,2024-11-23,PHI,CHI,3,2,5,TRUE,Wells Fargo Center
2024020319,2024-11-23,CGY,MIN,4,3,7,TRUE,Scotiabank Saddledome
2024020320,2024-11-23,LAK,SEA,2,1,3,FALSE,Crypto.com Arena
2024020321,2024-11-23,FLA,COL,4,7,11,FALSE,Amerant Bank Arena
2024020322,2024-11-23,MTL,VGK,2,6,8,FALSE,Centre Bell
2024020323,2024-11-23,OTT,VAN,3,4,7,FALSE,Canadian Tire Centre
2024020324,2024-11-23,DET,BOS,1,2,3,FALSE,Little Caesars Arena
2024020325,2024-11-23,TBL,DAL,2,4,6,FALSE,Amalie Arena
2024020326,2024-11-23,PIT,UTA,1,6,7,FALSE,PPG Paints Arena
2024020327,2024-11-23,WSH,NJD,2,3,5,FALSE,Capital One Arena
2024020328,2024-11-23,CBJ,CAR,5,4,9,TRUE,Nationwide Arena
2024020329,2024-11-23,NSH,WPG,4,1,5,FALSE,Bridgestone Arena
2024020330,2024-11-23,NYI,STL,3,1,4,FALSE,UBS Arena
2024020331,2024-11-23,SJS,BUF,2,4,6,FALSE,SAP Center at San Jose
2024020332,2024-11-23,EDM,NYR,6,2,8,FALSE,Rogers Place
2024020333,2024-11-24,TOR,UTA,3,2,5,FALSE,Scotiabank Arena
2024020334,2024-11-25,TBL,COL,8,2,10,FALSE,Amalie Arena
2024020335,2024-11-25,FLA,WSH,1,4,5,FALSE,Amerant Bank Arena
2024020336,2024-11-25,NJD,NSH,5,2,7,FALSE,Prudential Center
2024020337,2024-11-25,NYR,STL,2,5,7,FALSE,Madison Square Garden
2024020338,2024-11-25,PHI,VGK,4,5,9,TRUE,Wells Fargo Center
2024020339,2024-11-25,CAR,DAL,6,4,10,FALSE,Lenovo Center
2024020340,2024-11-25,OTT,CGY,4,3,7,FALSE,Canadian Tire Centre
2024020341,2024-11-25,NYI,DET,2,4,6,FALSE,UBS Arena
2024020342,2024-11-25,MIN,WPG,1,4,5,FALSE,Xcel Energy Center
2024020343,2024-11-25,ANA,SEA,2,3,5,FALSE,Honda Center
2024020344,2024-11-25,SJS,LAK,7,2,9,FALSE,SAP Center at San Jose
2024020345,2024-11-26,BOS,VAN,0,2,2,FALSE,TD Garden
2024020346,2024-11-26,MTL,UTA,2,3,5,TRUE,Centre Bell
2024020347,2024-11-27,BUF,MIN,0,1,1,FALSE,KeyBank Center
2024020348,2024-11-27,NJD,STL,0,3,3,FALSE,Prudential Center
2024020349,2024-11-27,CAR,NYR,4,3,7,FALSE,Lenovo Center
2024020350,2024-11-27,DET,CGY,2,1,3,TRUE,Little Caesars Arena
2024020351,2024-11-27,TBL,WSH,4,5,9,FALSE,Amalie Arena
2024020352,2024-11-27,FLA,TOR,5,1,6,FALSE,Amerant Bank Arena
2024020353,2024-11-27,NYI,BOS,3,6,9,FALSE,UBS Arena
2024020354,2024-11-27,PIT,VAN,5,4,9,FALSE,PPG Paints Arena
2024020355,2024-11-27,CBJ,MTL,3,4,7,TRUE,Nationwide Arena
2024020356,2024-11-27,NSH,PHI,2,3,5,TRUE,Bridgestone Arena
2024020357,2024-11-27,CHI,DAL,6,2,8,FALSE,United Center
2024020358,2024-11-27,COL,VGK,2,1,3,TRUE,Ball Arena
2024020359,2024-11-27,LAK,WPG,4,1,5,FALSE,Crypto.com Arena
2024020360,2024-11-27,SEA,ANA,2,5,7,FALSE,Climate Pledge Arena
2024020361,2024-11-27,SJS,OTT,3,4,7,FALSE,SAP Center at San Jose
2024020362,2024-11-29,PHI,NYR,3,1,4,FALSE,Wells Fargo Center
2024020363,2024-11-29,MIN,CHI,3,2,5,FALSE,Xcel Energy Center
2024020364,2024-11-29,BUF,VAN,3,4,7,TRUE,KeyBank Center
2024020365,2024-11-29,DET,NJD,4,5,9,FALSE,Little Caesars Arena
2024020366,2024-11-29,WSH,NYI,5,4,9,TRUE,Capital One Arena
2024020367,2024-11-29,CAR,FLA,3,6,9,FALSE,Lenovo Center
2024020368,2024-11-29,CBJ,CGY,5,2,7,FALSE,Nationwide Arena
2024020369,2024-11-29,NSH,TBL,2,3,5,TRUE,Bridgestone Arena
2024020370,2024-11-29,ANA,LAK,1,2,3,FALSE,Honda Center
2024020371,2024-11-29,SJS,SEA,8,5,13,FALSE,SAP Center at San Jose
2024020372,2024-11-29,BOS,PIT,1,2,3,FALSE,TD Garden
2024020374,2024-11-29,VGK,WPG,4,3,7,FALSE,T-Mobile Arena
2024020373,2024-11-29,DAL,COL,5,3,8,FALSE,American Airlines Center
2024020375,2024-11-29,UTA,EDM,3,4,7,TRUE,Delta Center
2024020376,2024-11-30,NYR,MTL,4,3,7,FALSE,Madison Square Garden
2024020377,2024-11-30,FLA,CAR,6,0,6,FALSE,Amerant Bank Arena
2024020378,2024-11-30,TBL,TOR,3,5,8,FALSE,Amalie Arena
2024020379,2024-11-30,NJD,WSH,5,6,11,FALSE,Prudential Center
2024020380,2024-11-30,PIT,CGY,6,2,8,FALSE,PPG Paints Arena
2024020381,2024-11-30,STL,PHI,2,3,5,TRUE,Enterprise Center
2024020382,2024-11-30,LAK,OTT,5,2,7,FALSE,Crypto.com Arena
2024020383,2024-11-30,NYI,BUF,3,0,3,FALSE,UBS Arena
2024020384,2024-11-30,MIN,NSH,3,2,5,TRUE,Xcel Energy Center
2024020385,2024-11-30,COL,EDM,1,4,5,FALSE,Ball Arena
2024020386,2024-11-30,VGK,UTA,0,6,6,FALSE,T-Mobile Arena
2024020387,2024-11-30,SEA,SJS,2,4,6,FALSE,Climate Pledge Arena
2024020388,2024-12-01,DET,VAN,4,5,9,TRUE,Little Caesars Arena
2024020389,2024-12-01,BOS,MTL,6,3,9,FALSE,TD Garden
2024020390,2024-12-01,CHI,CBJ,3,6,9,FALSE,United Center
2024020391,2024-12-01,DAL,WPG,3,1,4,FALSE,American Airlines Center
2024020392,2024-12-01,ANA,OTT,4,3,7,TRUE,Honda Center
2024020393,2024-12-02,NYR,NJD,1,5,6,FALSE,Madison Square Garden
2024020394,2024-12-02,TOR,CHI,4,1,5,FALSE,Scotiabank Arena
2024020395,2024-12-02,UTA,DAL,1,2,3,FALSE,Delta Center
2024020396,2024-12-03,BOS,DET,3,2,5,TRUE,TD Garden
2024020397,2024-12-03,BUF,COL,4,5,9,FALSE,KeyBank Center
2024020398,2024-12-03,MTL,NYI,2,1,3,TRUE,Centre Bell
2024020399,2024-12-03,PIT,FLA,5,4,9,TRUE,PPG Paints Arena
2024020400,2024-12-03,WSH,SJS,1,2,3,TRUE,Capital One Arena
2024020401,2024-12-03,CAR,SEA,2,4,6,FALSE,Lenovo Center
2024020402,2024-12-03,MIN,VAN,3,2,5,TRUE,Xcel Energy Center
2024020403,2024-12-03,WPG,STL,1,4,5,FALSE,Canada Life Centre
2024020404,2024-12-03,CGY,CBJ,3,0,3,FALSE,Scotiabank Saddledome
2024020405,2024-12-03,VGK,EDM,1,0,1,FALSE,T-Mobile Arena
2024020406,2024-12-04,TOR,NSH,3,2,5,FALSE,Scotiabank Arena
2024020407,2024-12-04,CHI,BOS,2,4,6,FALSE,United Center
2024020408,2024-12-04,ANA,VGK,1,4,5,FALSE,Honda Center
2024020409,2024-12-04,LAK,DAL,3,2,5,FALSE,Crypto.com Arena
2024020410,2024-12-05,BUF,WPG,2,3,5,TRUE,KeyBank Center
2024020411,2024-12-05,MTL,NSH,3,0,3,FALSE,Centre Bell
2024020412,2024-12-05,OTT,DET,2,1,3,FALSE,Canadian Tire Centre
2024020413,2024-12-05,TBL,SJS,8,1,9,FALSE,Amalie Arena
2024020414,2024-12-05,PHI,FLA,5,7,12,FALSE,Wells Fargo Center
2024020415,2024-12-05,CAR,COL,5,3,8,FALSE,Lenovo Center
2024020416,2024-12-05,NYI,SEA,2,5,7,FALSE,UBS Arena
2024020417,2024-12-05,CGY,STL,3,4,7,TRUE,Scotiabank Saddledome
2024020418,2024-12-05,EDM,CBJ,6,3,9,FALSE,Rogers Place
2024020419,2024-12-06,TOR,WSH,1,3,4,FALSE,Scotiabank Arena
2024020420,2024-12-06,NJD,SEA,3,2,5,FALSE,Prudential Center
2024020421,2024-12-06,NYR,PIT,4,2,6,FALSE,Madison Square Garden
2024020422,2024-12-06,VAN,CBJ,5,2,7,FALSE,Rogers Arena
2024020423,2024-12-06,VGK,DAL,3,2,5,FALSE,T-Mobile Arena
2024020424,2024-12-06,ANA,MIN,1,5,6,FALSE,Honda Center
2024020425,2024-12-07,BOS,PHI,4,3,7,TRUE,TD Garden
2024020426,2024-12-07,BUF,UTA,2,5,7,FALSE,KeyBank Center
2024020427,2024-12-07,CHI,WPG,2,4,6,FALSE,United Center
2024020428,2024-12-07,NYI,CAR,4,3,7,FALSE,UBS Arena
2024020429,2024-12-07,FLA,SJS,3,1,4,FALSE,Amerant Bank Arena
2024020430,2024-12-07,MTL,WSH,2,4,6,FALSE,Centre Bell
2024020431,2024-12-07,OTT,NSH,3,1,4,FALSE,Canadian Tire Centre
2024020432,2024-12-07,DET,COL,1,2,3,FALSE,Little Caesars Arena
2024020433,2024-12-07,PIT,TOR,5,2,7,FALSE,PPG Paints Arena
2024020434,2024-12-07,LAK,MIN,4,1,5,FALSE,Crypto.com Arena
2024020435,2024-12-07,EDM,STL,4,2,6,FALSE,Rogers Place
2024020436,2024-12-08,NYR,SEA,5,7,12,FALSE,Madison Square Garden
2024020437,2024-12-08,VAN,TBL,2,4,6,FALSE,Rogers Arena
